id_veiculo,id_loja,marca_veiculo,modelo_veiculo,situacao_veiculo
2670,43,Cadillac,Fleetwood,ATIVO
2671,1,Duster,360,ATIVO
2672,17,Mazda,RX4,ATIVO
2673,29,Cadillac,Fleetwood,ATIVO
2674,42,Fiat,128,INATIVO
2675,59,Mazda,RX4,ATIVO
2676,43,Cadillac,Fleetwood,ATIVO
2677,46,Merc,450SLC,ATIVO
2678,15,Toyota,Corolla,INATIVO
2679,96,Merc,280,ATIVO
2680,2,Ford,Pantera,INATIVO
2681,74,Merc,230,ATIVO
2682,32,Cadillac,Fleetwood,ATIVO
2683,14,Honda,Civic,ATIVO
2684,81,Maserati,Bora,ATIVO
2685,1,AMC,Javelin,ATIVO
2686,77,Lotus,Europa,ATIVO
2687,14,Toyota,Corona,ATIVO
2688,26,Mazda,RX4,ATIVO
2689,43,Toyota,Corolla,ATIVO
2690,99,Lotus,Europa,ATIVO
2691,88,Mazda,RX4,ATIVO
2692,42,Cadillac,Fleetwood,ATIVO
2693,82,Fiat,128,ATIVO
2694,7,Camaro,Z28,ATIVO
2695,9,Hornet,4,ATIVO
2696,31,Merc,280C,ATIVO
2697,54,Merc,280C,ATIVO
2698,12,Toyota,Corolla,ATIVO
2699,12,Lotus,Europa,ATIVO
2700,42,Merc,280C,ATIVO
2701,57,Merc,280C,ATIVO
2702,88,Pontiac,Firebird,ATIVO
2703,88,Dodge,Challenger,INATIVO
2704,96,Hornet,4,ATIVO
2705,41,Toyota,Corolla,ATIVO
2706,55,Merc,240D,ATIVO
2707,33,Fiat,128,ATIVO
2708,70,Toyota,Corolla,ATIVO
2709,41,Fiat,X1-9,ATIVO
2710,15,Pontiac,Firebird,ATIVO
2711,95,Cadillac,Fleetwood,ATIVO
2712,21,Honda,Civic,ATIVO
2713,83,Merc,450SE,ATIVO
2714,61,Hornet,4,ATIVO
2715,3,Toyota,Corolla,ATIVO
2716,26,AMC,Javelin,ATIVO
2717,81,Camaro,Z28,ATIVO
2718,10,Duster,360,ATIVO
2719,24,Datsun,710,ATIVO
2720,59,Mazda,RX4,INATIVO
2721,60,Mazda,RX4,INATIVO
2722,54,Lincoln,Continental,ATIVO
2723,67,Pontiac,Firebird,ATIVO
2724,10,Ferrari,Dino,ATIVO
2725,65,Dodge,Challenger,ATIVO
2726,100,Fiat,X1-9,ATIVO
2727,64,Merc,240D,ATIVO
2728,14,Merc,240D,ATIVO
2729,67,Honda,Civic,ATIVO
2730,55,Lotus,Europa,ATIVO
2731,79,Ferrari,Dino,ATIVO
2732,21,Datsun,710,ATIVO
2733,55,Honda,Civic,ATIVO
2734,93,Merc,450SE,ATIVO
2735,93,Chrysler,Imperial,ATIVO
2736,79,Merc,240D,ATIVO
2737,51,Hornet,Sportabout,ATIVO
2738,69,Toyota,Corolla,ATIVO
2739,30,Toyota,Corolla,ATIVO
2740,44,Ferrari,Dino,ATIVO
2741,100,Ford,Pantera,ATIVO
2742,76,Ferrari,Dino,ATIVO
2743,54,Ferrari,Dino,ATIVO
2744,17,Merc,450SE,ATIVO
2745,23,Maserati,Bora,ATIVO
2746,98,Dodge,Challenger,ATIVO
2747,14,Porsche,914-2,ATIVO
2748,53,Dodge,Challenger,ATIVO
2749,94,Toyota,Corolla,ATIVO
2750,22,Maserati,Bora,ATIVO
2751,67,Merc,230,ATIVO
2752,1,Hornet,Sportabout,ATIVO
2753,32,Volvo,142E,ATIVO
2754,22,Toyota,Corolla,ATIVO
2755,18,AMC,Javelin,ATIVO
2756,28,Toyota,Corona,ATIVO
2757,37,AMC,Javelin,ATIVO
2758,40,Dodge,Challenger,ATIVO
2759,68,Merc,230,ATIVO
2760,52,Ferrari,Dino,ATIVO
2761,73,Toyota,Corona,ATIVO
2762,11,Merc,450SLC,ATIVO
2763,43,Honda,Civic,ATIVO
2764,49,Fiat,128,ATIVO
2765,33,Dodge,Challenger,ATIVO
2766,6,Merc,450SL,ATIVO
2767,75,Merc,450SE,ATIVO
2768,27,Lotus,Europa,ATIVO
2769,56,Merc,240D,ATIVO
2770,65,Ford,Pantera,ATIVO
2771,37,Ferrari,Dino,ATIVO
2772,46,Hornet,4,ATIVO
2773,97,Ferrari,Dino,ATIVO
2774,19,Merc,280C,ATIVO
2775,58,Merc,450SE,ATIVO
2776,15,Merc,280,ATIVO
2777,92,Duster,360,ATIVO
2778,42,Fiat,X1-9,ATIVO
2779,43,Camaro,Z28,ATIVO
2780,36,Honda,Civic,ATIVO
2781,82,Cadillac,Fleetwood,ATIVO
2782,89,Hornet,4,ATIVO
2783,61,Duster,360,INATIVO
2784,72,Toyota,Corona,ATIVO
2785,57,Merc,230,ATIVO
2786,42,Merc,450SLC,ATIVO
2787,85,Mazda,RX4,ATIVO
2788,24,Porsche,914-2,ATIVO
2789,8,Dodge,Challenger,ATIVO
2790,54,Merc,450SLC,ATIVO
2791,91,Ferrari,Dino,ATIVO
2792,66,Chrysler,Imperial,ATIVO
2793,89,Dodge,Challenger,ATIVO
2794,97,Mazda,RX4,ATIVO
2795,94,Hornet,4,ATIVO
2796,29,Lotus,Europa,ATIVO
2797,50,Hornet,Sportabout,ATIVO
2798,57,Pontiac,Firebird,ATIVO
2799,64,Duster,360,ATIVO
2800,66,Dodge,Challenger,ATIVO
2801,30,Ford,Pantera,ATIVO
2802,44,Honda,Civic,ATIVO
2803,23,Mazda,RX4,ATIVO
2804,29,Mazda,RX4,ATIVO
2805,78,Toyota,Corona,ATIVO
2806,40,Ferrari,Dino,ATIVO
2807,41,Ferrari,Dino,ATIVO
2808,60,Toyota,Corolla,ATIVO
2809,36,Dodge,Challenger,ATIVO
2810,94,Ford,Pantera,ATIVO
2811,33,Merc,450SLC,ATIVO
2812,13,Merc,450SLC,ATIVO
2813,45,Duster,360,ATIVO
2814,35,Porsche,914-2,ATIVO
2815,56,Merc,240D,ATIVO
2816,86,Volvo,142E,ATIVO
2817,29,Hornet,Sportabout,ATIVO
2818,1,Mazda,RX4,ATIVO
2819,45,Ferrari,Dino,ATIVO
2820,62,Lotus,Europa,ATIVO
2821,18,Fiat,128,ATIVO
2822,53,Merc,450SLC,ATIVO
2823,22,Merc,450SLC,ATIVO
2824,19,Camaro,Z28,ATIVO
2825,19,Porsche,914-2,ATIVO
2826,99,Ford,Pantera,ATIVO
2827,76,Toyota,Corona,ATIVO
2828,17,Honda,Civic,ATIVO
2829,61,Ferrari,Dino,ATIVO
2830,68,Honda,Civic,ATIVO
2831,35,Toyota,Corolla,ATIVO
2832,56,Hornet,Sportabout,ATIVO
2833,71,Merc,280C,ATIVO
2834,60,Honda,Civic,ATIVO
2835,30,Pontiac,Firebird,ATIVO
2836,98,Merc,450SL,ATIVO
2837,75,Pontiac,Firebird,ATIVO
2838,92,AMC,Javelin,ATIVO
2839,97,Merc,450SE,ATIVO
2840,23,Fiat,128,ATIVO
2841,37,Hornet,4,ATIVO
2842,91,Merc,450SL,ATIVO
2843,1,Hornet,4,ATIVO
2844,1,Toyota,Corona,ATIVO
2845,6,Ferrari,Dino,ATIVO
2846,52,Pontiac,Firebird,ATIVO
2847,61,Camaro,Z28,ATIVO
2848,28,Mazda,RX4,ATIVO
2849,2,Merc,450SE,ATIVO
2850,90,Pontiac,Firebird,ATIVO
2851,16,Volvo,142E,ATIVO
2852,14,Ferrari,Dino,ATIVO
2853,14,Merc,230,ATIVO
2854,98,Chrysler,Imperial,ATIVO
2855,33,Camaro,Z28,ATIVO
2856,83,Lotus,Europa,ATIVO
2857,69,Merc,240D,ATIVO
2858,62,Hornet,4,ATIVO
2859,56,Pontiac,Firebird,ATIVO
2860,51,Honda,Civic,INATIVO
2861,61,Lotus,Europa,ATIVO
2862,92,Camaro,Z28,ATIVO
2863,69,Datsun,710,ATIVO
2864,77,Pontiac,Firebird,ATIVO
2865,81,Merc,450SE,ATIVO
2866,33,Merc,450SL,ATIVO
2867,93,Toyota,Corona,ATIVO
2868,67,Hornet,4,ATIVO
2869,8,Fiat,128,INATIVO
2870,93,Mazda,RX4,ATIVO
2871,70,Merc,240D,ATIVO
2872,85,Datsun,710,ATIVO
2873,22,Toyota,Corona,ATIVO
2874,12,Merc,280,ATIVO
2875,48,Volvo,142E,ATIVO
2876,22,Merc,240D,ATIVO
2877,100,AMC,Javelin,ATIVO
2878,88,Datsun,710,ATIVO
2879,70,Dodge,Challenger,ATIVO
2880,7,Merc,450SL,ATIVO
2881,9,Merc,240D,ATIVO
2882,82,Merc,280,ATIVO
2883,46,Toyota,Corolla,ATIVO
2884,8,Chrysler,Imperial,ATIVO
2885,62,Toyota,Corona,ATIVO
2886,51,Toyota,Corolla,ATIVO
2887,45,Fiat,X1-9,ATIVO
2888,77,Cadillac,Fleetwood,ATIVO
2889,71,Lotus,Europa,ATIVO
2890,47,Merc,450SE,ATIVO
2891,93,Toyota,Corona,ATIVO
2892,91,Volvo,142E,ATIVO
2893,48,Merc,280,ATIVO
2894,97,Hornet,4,ATIVO
2895,67,Merc,280C,INATIVO
2896,30,Merc,280,ATIVO
2897,91,Maserati,Bora,ATIVO
2898,78,Hornet,4,ATIVO
2899,74,Duster,360,ATIVO
2900,79,Merc,230,ATIVO
2901,39,Merc,450SL,ATIVO
2902,48,Merc,450SE,ATIVO
2903,53,Camaro,Z28,ATIVO
2904,98,Merc,280,ATIVO
2905,8,Merc,240D,ATIVO
2906,44,Lotus,Europa,INATIVO
2907,8,Fiat,128,ATIVO
2908,29,Toyota,Corona,ATIVO
2909,10,Merc,450SL,ATIVO
2910,89,Dodge,Challenger,ATIVO
2911,76,Volvo,142E,ATIVO
2912,70,Merc,450SLC,ATIVO
2913,11,Lincoln,Continental,ATIVO
2914,30,Ferrari,Dino,ATIVO
2915,14,Merc,450SLC,ATIVO
2916,73,Ferrari,Dino,ATIVO
2917,34,Fiat,X1-9,ATIVO
2918,29,Toyota,Corolla,ATIVO
2919,13,Ferrari,Dino,ATIVO
2920,40,Mazda,RX4,ATIVO
2921,65,Mazda,RX4,ATIVO
2922,35,Merc,230,ATIVO
2923,34,Fiat,128,ATIVO
2924,82,Mazda,RX4,ATIVO
2925,45,Fiat,X1-9,ATIVO
2926,83,Volvo,142E,ATIVO
2927,74,Lincoln,Continental,ATIVO
2928,76,Honda,Civic,ATIVO
2929,41,Volvo,142E,ATIVO
2930,85,Datsun,710,ATIVO
2931,17,Maserati,Bora,ATIVO
2932,26,Hornet,4,ATIVO
2933,79,AMC,Javelin,ATIVO
2934,49,Hornet,4,ATIVO
2935,89,Lotus,Europa,ATIVO
2936,68,Mazda,RX4,ATIVO
2937,97,Volvo,142E,ATIVO
2938,17,Dodge,Challenger,ATIVO
2939,75,Porsche,914-2,ATIVO
2940,77,Maserati,Bora,ATIVO
2941,51,Toyota,Corona,ATIVO
2942,35,Fiat,X1-9,ATIVO
2943,33,Mazda,RX4,ATIVO
2944,32,Hornet,4,ATIVO
2945,30,Merc,280C,ATIVO
2946,13,Honda,Civic,INATIVO
2947,66,Chrysler,Imperial,ATIVO
2948,4,Cadillac,Fleetwood,ATIVO
2949,29,Merc,280,ATIVO
2950,42,Merc,240D,ATIVO
2951,100,Merc,240D,ATIVO
2952,31,Pontiac,Firebird,ATIVO
2953,32,Merc,240D,ATIVO
2954,38,Duster,360,ATIVO
2955,5,Lincoln,Continental,INATIVO
2956,26,Merc,280,ATIVO
2957,100,Volvo,142E,ATIVO
2958,1,Mazda,RX4,ATIVO
2959,42,Mazda,RX4,ATIVO
2960,41,Chrysler,Imperial,ATIVO
2961,92,Lotus,Europa,ATIVO
2962,47,Chrysler,Imperial,ATIVO
2963,2,Lotus,Europa,ATIVO
2964,95,Camaro,Z28,ATIVO
2965,39,Mazda,RX4,ATIVO
2966,57,Toyota,Corona,ATIVO
2967,23,Pontiac,Firebird,ATIVO
2968,68,Chrysler,Imperial,ATIVO
2969,10,Merc,450SL,ATIVO
2970,89,Lincoln,Continental,ATIVO
2971,23,Merc,240D,ATIVO
2972,63,Lotus,Europa,ATIVO
2973,23,Merc,450SL,ATIVO
2974,80,Merc,450SL,ATIVO
2975,9,AMC,Javelin,ATIVO
2976,59,Merc,280,ATIVO
2977,70,Lotus,Europa,ATIVO
2978,37,Toyota,Corolla,ATIVO
2979,69,Chrysler,Imperial,ATIVO
2980,100,Merc,280,ATIVO
2981,45,Cadillac,Fleetwood,ATIVO
2982,59,Mazda,RX4,ATIVO
2983,6,Mazda,RX4,ATIVO
2984,80,Merc,450SL,ATIVO
2985,73,Chrysler,Imperial,ATIVO
2986,98,Mazda,RX4,ATIVO
2987,81,Ford,Pantera,ATIVO
2988,5,Hornet,Sportabout,ATIVO
2989,78,Hornet,Sportabout,ATIVO
2990,88,Merc,450SE,ATIVO
2991,94,Merc,450SL,ATIVO
2992,85,Merc,450SLC,ATIVO
2993,93,Merc,450SL,ATIVO
2994,62,Lincoln,Continental,ATIVO
2995,3,Ford,Pantera,ATIVO
2996,79,Mazda,RX4,ATIVO
2997,75,Dodge,Challenger,ATIVO
2998,88,Merc,450SL,ATIVO
2999,43,Volvo,142E,ATIVO
3000,72,Lotus,Europa,ATIVO
3001,35,Dodge,Challenger,ATIVO
3002,69,AMC,Javelin,ATIVO
3003,87,Ferrari,Dino,ATIVO
3004,22,Toyota,Corolla,ATIVO
3005,15,Honda,Civic,INATIVO
3006,98,Ferrari,Dino,ATIVO
3007,72,Toyota,Corona,ATIVO
3008,83,Mazda,RX4,ATIVO
3009,92,Lotus,Europa,ATIVO
3010,18,Maserati,Bora,ATIVO
3011,22,Mazda,RX4,ATIVO
3012,12,Dodge,Challenger,ATIVO
3013,22,Mazda,RX4,ATIVO
3014,43,AMC,Javelin,ATIVO
3015,66,Cadillac,Fleetwood,ATIVO
3016,62,Merc,450SE,ATIVO
3017,58,Toyota,Corolla,ATIVO
3018,30,Duster,360,ATIVO
3019,44,Fiat,128,ATIVO
3020,44,Dodge,Challenger,ATIVO
3021,69,Chrysler,Imperial,ATIVO
3022,1,Lincoln,Continental,ATIVO
3023,30,AMC,Javelin,ATIVO
3024,8,Lincoln,Continental,ATIVO
3025,47,Mazda,RX4,ATIVO
3026,81,Fiat,128,ATIVO
3027,47,Merc,450SLC,ATIVO
3028,69,Merc,280,ATIVO
3029,89,Hornet,Sportabout,ATIVO
3030,8,Fiat,X1-9,ATIVO
3031,70,Merc,240D,ATIVO
3032,83,Duster,360,ATIVO
3033,28,Datsun,710,ATIVO
3034,42,Toyota,Corona,ATIVO
3035,51,Mazda,RX4,ATIVO
3036,10,Hornet,Sportabout,ATIVO
3037,4,Merc,230,ATIVO
3038,93,Ford,Pantera,ATIVO
3039,27,Lotus,Europa,INATIVO
3040,57,Camaro,Z28,ATIVO
3041,11,Ferrari,Dino,ATIVO
3042,74,Duster,360,INATIVO
3043,57,Toyota,Corona,ATIVO
3044,5,Fiat,128,ATIVO
3045,69,Merc,450SL,ATIVO
3046,54,Volvo,142E,ATIVO
3047,31,Porsche,914-2,ATIVO
3048,64,Merc,450SE,ATIVO
3049,95,Hornet,4,ATIVO
3050,3,Merc,450SL,ATIVO
3051,53,Merc,280,ATIVO
3052,36,Toyota,Corolla,ATIVO
3053,62,Volvo,142E,ATIVO
3054,76,Camaro,Z28,ATIVO
3055,98,Merc,450SLC,ATIVO
3056,6,AMC,Javelin,ATIVO
3057,14,Volvo,142E,ATIVO
3058,42,Merc,240D,ATIVO
3059,49,Hornet,4,ATIVO
3060,61,Merc,280,ATIVO
3061,90,Dodge,Challenger,ATIVO
3062,11,Pontiac,Firebird,ATIVO
3063,50,Fiat,X1-9,ATIVO
3064,69,Chrysler,Imperial,ATIVO
3065,96,Merc,240D,ATIVO
3066,45,Cadillac,Fleetwood,ATIVO
3067,94,Merc,280C,ATIVO
3068,93,Merc,450SL,ATIVO
3069,53,Hornet,4,ATIVO
3070,86,Volvo,142E,ATIVO
3071,47,Toyota,Corolla,ATIVO
3072,73,Ferrari,Dino,INATIVO
3073,6,Merc,280,ATIVO
3074,42,Merc,240D,ATIVO
3075,24,Honda,Civic,ATIVO
3076,22,Maserati,Bora,ATIVO
3077,93,Mazda,RX4,ATIVO
3078,8,Maserati,Bora,ATIVO
3079,65,Duster,360,ATIVO
3080,87,Merc,280C,ATIVO
3081,100,Lincoln,Continental,ATIVO
3082,23,Lincoln,Continental,ATIVO
3083,99,Camaro,Z28,ATIVO
3084,9,Chrysler,Imperial,ATIVO
3085,88,Cadillac,Fleetwood,ATIVO
3086,28,Datsun,710,ATIVO
3087,64,Camaro,Z28,ATIVO
3088,70,Mazda,RX4,ATIVO
3089,92,Merc,450SLC,ATIVO
3090,83,Porsche,914-2,ATIVO
3091,74,Lincoln,Continental,ATIVO
3092,14,Hornet,4,ATIVO
3093,10,Honda,Civic,ATIVO
3094,71,Merc,230,INATIVO
3095,63,Camaro,Z28,ATIVO
3096,91,Toyota,Corolla,ATIVO
3097,23,Ferrari,Dino,ATIVO
3098,90,Merc,450SL,ATIVO
3099,41,Porsche,914-2,ATIVO
3100,39,Ford,Pantera,ATIVO
3101,38,Merc,280,ATIVO
3102,17,Mazda,RX4,ATIVO
3103,73,Fiat,X1-9,ATIVO
3104,53,Maserati,Bora,ATIVO
3105,73,Hornet,Sportabout,ATIVO
3106,77,Ferrari,Dino,ATIVO
3107,54,Lotus,Europa,ATIVO
3108,85,Hornet,Sportabout,ATIVO
3109,19,Cadillac,Fleetwood,ATIVO
3110,88,Honda,Civic,ATIVO
3111,65,Porsche,914-2,ATIVO
3112,76,Mazda,RX4,INATIVO
3113,36,Toyota,Corolla,ATIVO
3114,26,Merc,280,ATIVO
3115,77,Volvo,142E,ATIVO
3116,42,Lotus,Europa,ATIVO
3117,96,Porsche,914-2,ATIVO
3118,39,Datsun,710,ATIVO
3119,5,Ferrari,Dino,ATIVO
3120,62,Merc,450SLC,ATIVO
3121,34,Merc,280,ATIVO
3122,91,Merc,240D,ATIVO
3123,80,Merc,450SL,ATIVO
3124,4,Dodge,Challenger,ATIVO
3125,52,Duster,360,ATIVO
3126,86,Merc,280,ATIVO
3127,19,Merc,280,ATIVO
3128,91,Merc,240D,ATIVO
3129,58,Mazda,RX4,ATIVO
3130,99,Mazda,RX4,ATIVO
3131,93,Cadillac,Fleetwood,ATIVO
3132,59,Lincoln,Continental,ATIVO
3133,89,Porsche,914-2,ATIVO
3134,27,Lotus,Europa,ATIVO
3135,90,Toyota,Corolla,INATIVO
3136,3,Dodge,Challenger,ATIVO
3137,60,Cadillac,Fleetwood,ATIVO
3138,30,Merc,450SL,ATIVO
3139,3,Fiat,X1-9,ATIVO
3140,66,Merc,450SL,ATIVO
3141,26,Dodge,Challenger,ATIVO
3142,20,Fiat,128,ATIVO
3143,23,Honda,Civic,ATIVO
3144,73,Cadillac,Fleetwood,INATIVO
3145,6,Toyota,Corona,ATIVO
3146,87,Duster,360,ATIVO
3147,10,Volvo,142E,ATIVO
3148,94,Camaro,Z28,ATIVO
3149,29,Fiat,128,ATIVO
3150,39,Hornet,Sportabout,ATIVO
3151,33,Camaro,Z28,ATIVO
3152,7,Lotus,Europa,ATIVO
3153,34,Merc,450SL,ATIVO
3154,8,Ford,Pantera,ATIVO
3155,41,Porsche,914-2,ATIVO
3156,16,Hornet,Sportabout,ATIVO
3157,35,Merc,280C,ATIVO
3158,66,Honda,Civic,ATIVO
3159,93,Mazda,RX4,ATIVO
3160,91,Lincoln,Continental,ATIVO
3161,87,Merc,450SLC,ATIVO
3162,30,Fiat,128,ATIVO
3163,72,Merc,450SE,ATIVO
3164,18,Ford,Pantera,ATIVO
3165,62,Dodge,Challenger,ATIVO
3166,36,Datsun,710,ATIVO
3167,30,Duster,360,ATIVO
3168,95,Pontiac,Firebird,ATIVO
3169,5,Merc,280C,ATIVO
3170,72,Dodge,Challenger,ATIVO
3171,18,Cadillac,Fleetwood,ATIVO
3172,44,Hornet,Sportabout,ATIVO
3173,85,AMC,Javelin,ATIVO
3174,11,Merc,450SLC,ATIVO
3175,18,Fiat,128,ATIVO
3176,99,Mazda,RX4,ATIVO
3177,76,Merc,450SL,ATIVO
3178,91,Hornet,Sportabout,ATIVO
3179,88,AMC,Javelin,ATIVO
3180,7,Volvo,142E,ATIVO
3181,7,Pontiac,Firebird,ATIVO
3182,23,Ford,Pantera,ATIVO
3183,24,Hornet,Sportabout,ATIVO
3184,77,Maserati,Bora,ATIVO
3185,59,Lotus,Europa,ATIVO
3186,12,Merc,450SE,ATIVO
3187,36,Ford,Pantera,ATIVO
3188,68,Volvo,142E,ATIVO
3189,90,Merc,450SE,ATIVO
3190,5,Merc,240D,INATIVO
3191,53,Honda,Civic,ATIVO
3192,58,Volvo,142E,ATIVO
3193,57,Hornet,4,ATIVO
3194,65,Merc,230,INATIVO
3195,50,Mazda,RX4,ATIVO
3196,100,Datsun,710,ATIVO
3197,1,Dodge,Challenger,ATIVO
3198,84,Duster,360,ATIVO
3199,46,Mazda,RX4,ATIVO
3200,42,Lincoln,Continental,ATIVO
3201,84,Duster,360,ATIVO
3202,54,Lotus,Europa,ATIVO
3203,47,Fiat,128,ATIVO
3204,40,Porsche,914-2,ATIVO
3205,67,Fiat,X1-9,INATIVO
3206,2,Cadillac,Fleetwood,ATIVO
3207,59,Merc,450SE,ATIVO
3208,75,Dodge,Challenger,ATIVO
3209,19,Fiat,128,ATIVO
3210,9,Merc,230,ATIVO
3211,45,Fiat,X1-9,ATIVO
3212,63,Merc,280,ATIVO
3213,84,AMC,Javelin,ATIVO
3214,99,Mazda,RX4,ATIVO
3215,72,Toyota,Corona,ATIVO
3216,72,Merc,450SL,ATIVO
3217,58,Merc,280C,ATIVO
3218,80,Lincoln,Continental,ATIVO
3219,80,Pontiac,Firebird,ATIVO
3220,89,Merc,240D,INATIVO
3221,8,Merc,450SL,ATIVO
3222,44,Datsun,710,ATIVO
3223,27,Honda,Civic,ATIVO
3224,36,Merc,280,ATIVO
3225,69,Datsun,710,ATIVO
3226,54,Maserati,Bora,ATIVO
3227,17,Cadillac,Fleetwood,ATIVO
3228,65,Merc,240D,ATIVO
3229,91,Camaro,Z28,ATIVO
3230,27,Duster,360,ATIVO
3231,61,AMC,Javelin,ATIVO
3232,15,Porsche,914-2,ATIVO
3233,75,Porsche,914-2,ATIVO
3234,88,Lotus,Europa,ATIVO
3235,30,Hornet,4,ATIVO
3236,10,Duster,360,ATIVO
3237,80,Fiat,X1-9,ATIVO
3238,47,Merc,280C,ATIVO
3239,90,Porsche,914-2,ATIVO
3240,55,Ford,Pantera,ATIVO
3241,87,Lincoln,Continental,INATIVO
3242,23,Maserati,Bora,ATIVO
3243,44,Ferrari,Dino,ATIVO
3244,82,Datsun,710,ATIVO
3245,99,Lotus,Europa,ATIVO
3246,92,Merc,450SL,ATIVO
3247,45,Camaro,Z28,ATIVO
3248,85,Toyota,Corolla,ATIVO
3249,49,Merc,230,ATIVO
3250,71,Lotus,Europa,ATIVO
3251,79,Duster,360,ATIVO
3252,77,Toyota,Corona,ATIVO
3253,82,Fiat,X1-9,ATIVO
3254,36,Lincoln,Continental,ATIVO
3255,11,Merc,450SL,ATIVO
3256,8,Merc,450SL,ATIVO
3257,60,Volvo,142E,ATIVO
3258,44,Lincoln,Continental,ATIVO
3259,12,Mazda,RX4,INATIVO
3260,88,Maserati,Bora,ATIVO
3261,41,Merc,450SLC,ATIVO
3262,35,Volvo,142E,ATIVO
3263,100,Merc,450SE,ATIVO
3264,70,Toyota,Corolla,ATIVO
3265,77,Toyota,Corolla,ATIVO
3266,53,Toyota,Corolla,ATIVO
3267,25,Dodge,Challenger,ATIVO
3268,77,Merc,280,ATIVO
3269,60,Duster,360,ATIVO
3270,63,Dodge,Challenger,ATIVO
3271,31,Fiat,X1-9,ATIVO
3272,67,Camaro,Z28,ATIVO
3273,97,AMC,Javelin,ATIVO
3274,37,Lotus,Europa,ATIVO
3275,44,Porsche,914-2,ATIVO
3276,9,Mazda,RX4,INATIVO
3277,48,Fiat,128,ATIVO
3278,56,Fiat,X1-9,ATIVO
3279,88,Ford,Pantera,ATIVO
3280,40,Dodge,Challenger,ATIVO
3281,59,Merc,240D,ATIVO
3282,32,Merc,230,ATIVO
3283,92,Fiat,128,ATIVO
3284,75,Merc,240D,ATIVO
3285,80,Merc,230,ATIVO
3286,41,AMC,Javelin,ATIVO
3287,82,Volvo,142E,ATIVO
3288,20,Merc,230,ATIVO
3289,77,Mazda,RX4,ATIVO
3290,97,Merc,450SE,ATIVO
3291,94,Hornet,Sportabout,ATIVO
3292,43,Duster,360,ATIVO
3293,83,Hornet,4,ATIVO
3294,58,Ferrari,Dino,ATIVO
3295,74,Merc,450SE,ATIVO
3296,47,Merc,450SLC,ATIVO
3297,91,Merc,450SE,ATIVO
3298,54,Ferrari,Dino,INATIVO
3299,7,Chrysler,Imperial,ATIVO
3300,39,Honda,Civic,ATIVO
3301,77,Camaro,Z28,ATIVO
3302,11,Merc,230,ATIVO
3303,26,Maserati,Bora,ATIVO
3304,36,Volvo,142E,ATIVO
3305,67,Chrysler,Imperial,ATIVO
3306,98,Merc,280C,ATIVO
3307,12,AMC,Javelin,ATIVO
3308,37,Volvo,142E,ATIVO
3309,96,Chrysler,Imperial,ATIVO
3310,7,Maserati,Bora,ATIVO
3311,22,Volvo,142E,ATIVO
3312,41,Cadillac,Fleetwood,INATIVO
3313,15,Merc,450SLC,ATIVO
3314,83,Lotus,Europa,ATIVO
3315,19,Porsche,914-2,ATIVO
3316,36,Merc,240D,ATIVO
3317,73,Ford,Pantera,ATIVO
3318,77,Ferrari,Dino,ATIVO
3319,19,Mazda,RX4,ATIVO
3320,46,Camaro,Z28,ATIVO
3321,6,Volvo,142E,ATIVO
3322,6,Toyota,Corolla,ATIVO
3323,50,Ford,Pantera,ATIVO
3324,70,Hornet,Sportabout,ATIVO
3325,71,AMC,Javelin,ATIVO
3326,1,Lincoln,Continental,ATIVO
3327,10,Merc,280,ATIVO
3328,90,AMC,Javelin,ATIVO
3329,19,Lincoln,Continental,ATIVO
3330,98,Duster,360,ATIVO
3331,4,AMC,Javelin,ATIVO
3332,68,Cadillac,Fleetwood,ATIVO
3333,51,Porsche,914-2,ATIVO
3334,18,Pontiac,Firebird,ATIVO
3335,87,Mazda,RX4,ATIVO
3336,27,Toyota,Corolla,ATIVO
3337,26,Hornet,4,ATIVO
3338,83,Mazda,RX4,INATIVO
3339,60,Ferrari,Dino,ATIVO
3340,31,Maserati,Bora,ATIVO
3341,6,Mazda,RX4,ATIVO
3342,17,Camaro,Z28,ATIVO
3343,74,Ferrari,Dino,ATIVO
3344,47,Hornet,4,ATIVO
3345,85,Volvo,142E,ATIVO
3346,25,Volvo,142E,ATIVO
3347,92,Fiat,X1-9,ATIVO
3348,46,Porsche,914-2,ATIVO
3349,76,Ferrari,Dino,INATIVO
3350,19,Merc,230,ATIVO
3351,49,Merc,280C,ATIVO
3352,97,Merc,450SE,ATIVO
3353,37,Honda,Civic,ATIVO
3354,48,Merc,230,ATIVO
3355,47,Mazda,RX4,ATIVO
3356,49,Merc,450SLC,ATIVO
3357,68,Toyota,Corolla,ATIVO
3358,83,Lotus,Europa,ATIVO
3359,84,Merc,240D,ATIVO
3360,51,Hornet,4,ATIVO
3361,67,Camaro,Z28,ATIVO
3362,88,Mazda,RX4,ATIVO
3363,63,Chrysler,Imperial,ATIVO
3364,71,Maserati,Bora,ATIVO
3365,11,Merc,280C,ATIVO
3366,53,Honda,Civic,ATIVO
3367,71,Cadillac,Fleetwood,ATIVO
3368,26,Merc,450SLC,ATIVO
3369,63,Toyota,Corona,ATIVO
3370,23,Fiat,X1-9,ATIVO
3371,56,Fiat,128,ATIVO
3372,22,Porsche,914-2,ATIVO
3373,67,Ford,Pantera,ATIVO
3374,67,Volvo,142E,ATIVO
3375,32,Toyota,Corona,ATIVO
3376,61,Dodge,Challenger,ATIVO
