id_veiculo,id_loja,marca_veiculo,modelo_veiculo,situacao_veiculo
1839,49,Dodge,Challenger,ATIVO
1840,45,Merc,280,INATIVO
1841,11,Merc,280,ATIVO
1842,76,Hornet,4,ATIVO
1843,59,Merc,240D,ATIVO
1844,74,Duster,360,ATIVO
1845,62,Volvo,142E,ATIVO
1846,88,Chrysler,Imperial,ATIVO
1847,67,Merc,450SLC,ATIVO
1848,56,Camaro,Z28,ATIVO
1849,59,Chrysler,Imperial,ATIVO
1850,42,Datsun,710,ATIVO
1851,64,Merc,450SLC,ATIVO
1852,68,Porsche,914-2,ATIVO
1853,66,Hornet,4,ATIVO
1854,68,Merc,450SL,ATIVO
1855,60,Mazda,RX4,ATIVO
1856,18,Pontiac,Firebird,INATIVO
1857,57,Duster,360,ATIVO
1858,24,Chrysler,Imperial,ATIVO
1859,87,Hornet,Sportabout,INATIVO
1860,62,Fiat,128,ATIVO
1861,70,Pontiac,Firebird,ATIVO
1862,99,Merc,280C,ATIVO
1863,17,Mazda,RX4,ATIVO
1864,61,Toyota,Corona,ATIVO
1865,58,Merc,450SE,ATIVO
1866,88,Lotus,Europa,ATIVO
1867,11,Hornet,Sportabout,ATIVO
1868,30,Merc,450SLC,ATIVO
1869,89,Volvo,142E,ATIVO
1870,90,Lincoln,Continental,ATIVO
1871,90,Hornet,Sportabout,ATIVO
1872,43,Chrysler,Imperial,ATIVO
1873,16,Toyota,Corolla,ATIVO
1874,98,Ferrari,Dino,ATIVO
1875,98,Merc,450SL,ATIVO
1876,2,Ferrari,Dino,ATIVO
1877,7,Merc,230,ATIVO
1878,36,Merc,280C,ATIVO
1879,17,Merc,280,ATIVO
1880,21,Mazda,RX4,ATIVO
1881,44,Merc,280,ATIVO
1882,27,Duster,360,ATIVO
1883,59,Merc,450SE,ATIVO
1884,94,Mazda,RX4,ATIVO
1885,92,Dodge,Challenger,ATIVO
1886,29,Mazda,RX4,ATIVO
1887,11,Ferrari,Dino,ATIVO
1888,84,Cadillac,Fleetwood,ATIVO
1889,32,Chrysler,Imperial,ATIVO
1890,57,Hornet,4,ATIVO
1891,78,Mazda,RX4,ATIVO
1892,2,Mazda,RX4,ATIVO
1893,23,Fiat,128,ATIVO
1894,38,Ferrari,Dino,ATIVO
1895,96,Hornet,Sportabout,ATIVO
1896,78,Datsun,710,ATIVO
1897,7,Fiat,X1-9,ATIVO
1898,5,Dodge,Challenger,ATIVO
1899,49,Merc,280C,ATIVO
1900,23,Fiat,X1-9,ATIVO
1901,33,Hornet,4,ATIVO
1902,94,Toyota,Corolla,ATIVO
1903,19,Merc,230,ATIVO
1904,11,Ferrari,Dino,INATIVO
1905,38,Merc,450SE,ATIVO
1906,70,Maserati,Bora,ATIVO
1907,50,Ferrari,Dino,ATIVO
1908,3,Mazda,RX4,ATIVO
1909,29,Mazda,RX4,ATIVO
1910,61,Merc,240D,ATIVO
1911,8,Datsun,710,ATIVO
1912,31,Merc,450SE,ATIVO
1913,40,Mazda,RX4,ATIVO
1914,63,Merc,450SE,ATIVO
1915,83,Ford,Pantera,ATIVO
1916,22,Merc,280,ATIVO
1917,76,Merc,280C,ATIVO
1918,12,Merc,450SL,INATIVO
1919,50,Merc,280C,ATIVO
1920,67,Merc,230,ATIVO
1921,84,Volvo,142E,ATIVO
1922,45,Duster,360,ATIVO
1923,21,Mazda,RX4,ATIVO
1924,33,Hornet,4,ATIVO
1925,12,Merc,280C,ATIVO
1926,43,Dodge,Challenger,ATIVO
1927,60,Hornet,4,ATIVO
1928,33,Toyota,Corolla,ATIVO
1929,16,Hornet,4,ATIVO
1930,24,Cadillac,Fleetwood,ATIVO
1931,1,Toyota,Corolla,ATIVO
1932,70,Mazda,RX4,ATIVO
1933,43,Datsun,710,ATIVO
1934,95,Ford,Pantera,ATIVO
1935,24,Fiat,X1-9,ATIVO
1936,74,Dodge,Challenger,ATIVO
1937,20,Maserati,Bora,ATIVO
1938,50,AMC,Javelin,ATIVO
1939,41,Dodge,Challenger,ATIVO
1940,27,Dodge,Challenger,ATIVO
1941,5,Lincoln,Continental,ATIVO
1942,62,Hornet,Sportabout,ATIVO
1943,32,Hornet,4,INATIVO
1944,55,Volvo,142E,ATIVO
1945,52,Ford,Pantera,ATIVO
1946,72,Ford,Pantera,ATIVO
1947,35,Dodge,Challenger,ATIVO
1948,45,Lotus,Europa,ATIVO
1949,77,Toyota,Corolla,ATIVO
1950,56,Fiat,128,ATIVO
1951,38,Porsche,914-2,ATIVO
1952,11,Merc,450SL,ATIVO
1953,100,Pontiac,Firebird,INATIVO
1954,32,Chrysler,Imperial,ATIVO
1955,35,Merc,450SL,ATIVO
1956,38,Toyota,Corona,ATIVO
1957,87,Volvo,142E,ATIVO
1958,19,Merc,450SE,ATIVO
1959,42,Lotus,Europa,ATIVO
1960,51,Duster,360,ATIVO
1961,59,Merc,280C,ATIVO
1962,58,Dodge,Challenger,INATIVO
1963,27,Fiat,128,ATIVO
1964,70,Honda,Civic,ATIVO
1965,38,Merc,240D,ATIVO
1966,37,Mazda,RX4,ATIVO
1967,19,Merc,450SE,ATIVO
1968,11,Fiat,X1-9,ATIVO
1969,11,Volvo,142E,ATIVO
1970,64,Maserati,Bora,ATIVO
1971,91,Merc,450SE,ATIVO
1972,13,Duster,360,ATIVO
1973,83,Merc,450SL,ATIVO
1974,1,Chrysler,Imperial,ATIVO
1975,83,Fiat,128,ATIVO
1976,6,Ford,Pantera,ATIVO
1977,3,Dodge,Challenger,ATIVO
1978,78,Lotus,Europa,ATIVO
1979,13,Lotus,Europa,ATIVO
1980,40,Merc,280C,ATIVO
1981,4,Datsun,710,ATIVO
1982,10,Mazda,RX4,ATIVO
1983,55,Chrysler,Imperial,INATIVO
1984,64,Hornet,4,ATIVO
1985,52,Maserati,Bora,ATIVO
1986,36,Toyota,Corona,ATIVO
1987,84,Lincoln,Continental,ATIVO
1988,49,Honda,Civic,ATIVO
1989,89,Merc,280C,ATIVO
1990,19,Toyota,Corolla,ATIVO
1991,100,Maserati,Bora,ATIVO
1992,61,Toyota,Corona,ATIVO
1993,49,Chrysler,Imperial,ATIVO
1994,66,Honda,Civic,ATIVO
1995,18,Fiat,X1-9,ATIVO
1996,45,Cadillac,Fleetwood,ATIVO
1997,32,Ferrari,Dino,ATIVO
1998,46,Merc,450SL,ATIVO
1999,39,Merc,280,ATIVO
2000,3,Fiat,X1-9,ATIVO
2001,46,Toyota,Corona,ATIVO
2002,20,Mazda,RX4,ATIVO
2003,13,Mazda,RX4,ATIVO
2004,62,Merc,240D,ATIVO
2005,87,Mazda,RX4,ATIVO
2006,50,Toyota,Corona,ATIVO
2007,84,Maserati,Bora,ATIVO
2008,22,Lotus,Europa,ATIVO
2009,66,Dodge,Challenger,ATIVO
2010,85,Chrysler,Imperial,ATIVO
2011,55,Datsun,710,ATIVO
2012,88,AMC,Javelin,ATIVO
2013,52,Toyota,Corona,ATIVO
2014,55,Ford,Pantera,ATIVO
2015,47,Mazda,RX4,ATIVO
2016,41,Dodge,Challenger,ATIVO
2017,60,Toyota,Corolla,ATIVO
2018,82,Merc,450SL,ATIVO
2019,47,Datsun,710,ATIVO
2020,90,Merc,280C,ATIVO
2021,7,Maserati,Bora,ATIVO
2022,25,Dodge,Challenger,ATIVO
2023,24,Honda,Civic,ATIVO
2024,15,Honda,Civic,ATIVO
2025,31,AMC,Javelin,ATIVO
2026,35,Volvo,142E,ATIVO
2027,42,Toyota,Corona,ATIVO
2028,36,Pontiac,Firebird,ATIVO
2029,98,Pontiac,Firebird,ATIVO
2030,47,Lotus,Europa,ATIVO
2031,96,Datsun,710,ATIVO
2032,90,Hornet,4,ATIVO
2033,95,AMC,Javelin,ATIVO
2034,94,Ferrari,Dino,ATIVO
2035,97,Merc,280C,ATIVO
2036,21,Mazda,RX4,ATIVO
2037,3,Fiat,X1-9,ATIVO
2038,43,Hornet,4,ATIVO
2039,53,Volvo,142E,ATIVO
2040,80,Maserati,Bora,ATIVO
2041,56,Dodge,Challenger,ATIVO
2042,49,Ford,Pantera,ATIVO
2043,70,Merc,450SLC,ATIVO
2044,34,Merc,450SL,ATIVO
2045,59,Honda,Civic,ATIVO
2046,65,Camaro,Z28,ATIVO
2047,86,Datsun,710,ATIVO
2048,48,Volvo,142E,ATIVO
2049,97,Merc,450SL,ATIVO
2050,18,Duster,360,ATIVO
2051,6,Merc,280,ATIVO
2052,76,AMC,Javelin,ATIVO
2053,8,Honda,Civic,ATIVO
2054,74,Ferrari,Dino,ATIVO
2055,98,Volvo,142E,ATIVO
2056,22,Lincoln,Continental,ATIVO
2057,37,Hornet,Sportabout,ATIVO
2058,99,Mazda,RX4,ATIVO
2059,76,Chrysler,Imperial,ATIVO
2060,45,Toyota,Corolla,ATIVO
2061,81,Pontiac,Firebird,ATIVO
2062,26,Hornet,Sportabout,ATIVO
2063,92,Mazda,RX4,ATIVO
2064,19,Lotus,Europa,ATIVO
2065,61,Maserati,Bora,ATIVO
2066,58,AMC,Javelin,ATIVO
2067,50,Datsun,710,ATIVO
2068,5,Mazda,RX4,ATIVO
2069,62,Pontiac,Firebird,ATIVO
2070,54,Mazda,RX4,ATIVO
2071,25,Ford,Pantera,ATIVO
2072,17,Lotus,Europa,ATIVO
2073,11,Camaro,Z28,ATIVO
2074,6,Hornet,4,ATIVO
2075,6,Merc,450SE,ATIVO
2076,54,Mazda,RX4,ATIVO
2077,74,Dodge,Challenger,ATIVO
2078,51,Chrysler,Imperial,ATIVO
2079,30,Lincoln,Continental,ATIVO
2080,2,Maserati,Bora,ATIVO
2081,5,Datsun,710,ATIVO
2082,12,Merc,280C,ATIVO
2083,97,Merc,450SE,ATIVO
2084,84,Hornet,Sportabout,ATIVO
2085,6,Ferrari,Dino,ATIVO
2086,18,Fiat,128,ATIVO
2087,79,Cadillac,Fleetwood,ATIVO
2088,70,Lincoln,Continental,ATIVO
2089,69,Camaro,Z28,ATIVO
2090,80,Porsche,914-2,ATIVO
2091,17,Datsun,710,ATIVO
2092,55,Camaro,Z28,ATIVO
2093,52,Chrysler,Imperial,ATIVO
2094,43,Mazda,RX4,ATIVO
2095,41,Merc,450SLC,ATIVO
2096,42,Ferrari,Dino,ATIVO
2097,57,Porsche,914-2,ATIVO
2098,95,Porsche,914-2,ATIVO
2099,61,Lincoln,Continental,ATIVO
2100,13,Ferrari,Dino,ATIVO
2101,99,Toyota,Corolla,ATIVO
2102,33,Merc,450SL,ATIVO
2103,26,Merc,450SL,ATIVO
2104,91,Lincoln,Continental,ATIVO
2105,28,Toyota,Corona,ATIVO
2106,85,Maserati,Bora,ATIVO
2107,36,Merc,240D,ATIVO
2108,4,Merc,230,ATIVO
2109,69,Mazda,RX4,ATIVO
2110,19,Merc,280,ATIVO
2111,69,Lotus,Europa,ATIVO
2112,6,Duster,360,ATIVO
2113,83,Ford,Pantera,ATIVO
2114,10,Merc,230,ATIVO
2115,63,Lincoln,Continental,ATIVO
2116,76,Duster,360,ATIVO
2117,20,Mazda,RX4,ATIVO
2118,95,Merc,240D,ATIVO
2119,56,Pontiac,Firebird,ATIVO
2120,13,AMC,Javelin,ATIVO
2121,47,Hornet,Sportabout,ATIVO
2122,7,Hornet,4,ATIVO
2123,82,Merc,280C,ATIVO
2124,68,Datsun,710,ATIVO
2125,95,Toyota,Corolla,ATIVO
2126,41,Camaro,Z28,ATIVO
2127,40,Merc,280C,ATIVO
2128,38,Datsun,710,ATIVO
2129,54,Mazda,RX4,ATIVO
2130,30,Toyota,Corolla,ATIVO
2131,41,Fiat,128,ATIVO
2132,48,Ferrari,Dino,ATIVO
2133,68,Cadillac,Fleetwood,ATIVO
2134,49,Lincoln,Continental,ATIVO
2135,89,Toyota,Corolla,ATIVO
2136,84,Mazda,RX4,ATIVO
2137,86,Porsche,914-2,ATIVO
2138,67,Mazda,RX4,ATIVO
2139,86,Porsche,914-2,ATIVO
2140,57,Hornet,Sportabout,ATIVO
2141,45,Mazda,RX4,ATIVO
2142,16,Merc,280,ATIVO
2143,32,Mazda,RX4,ATIVO
2144,14,Mazda,RX4,ATIVO
2145,2,Lotus,Europa,ATIVO
2146,45,Hornet,4,ATIVO
2147,41,Porsche,914-2,ATIVO
2148,90,Hornet,Sportabout,ATIVO
2149,100,Merc,450SE,ATIVO
2150,88,Mazda,RX4,ATIVO
2151,67,Honda,Civic,ATIVO
2152,56,Fiat,128,ATIVO
2153,94,Honda,Civic,ATIVO
2154,62,Dodge,Challenger,ATIVO
2155,88,Fiat,X1-9,ATIVO
2156,86,Duster,360,ATIVO
2157,88,Toyota,Corolla,INATIVO
2158,74,Merc,450SL,ATIVO
2159,16,Volvo,142E,ATIVO
2160,75,Dodge,Challenger,ATIVO
2161,1,Maserati,Bora,ATIVO
2162,51,Ford,Pantera,ATIVO
2163,27,Duster,360,ATIVO
2164,77,Toyota,Corolla,ATIVO
2165,24,Hornet,Sportabout,ATIVO
2166,3,Merc,450SLC,ATIVO
2167,54,Ferrari,Dino,ATIVO
2168,39,Honda,Civic,ATIVO
2169,11,Camaro,Z28,ATIVO
2170,7,Chrysler,Imperial,ATIVO
2171,72,Maserati,Bora,ATIVO
2172,92,Datsun,710,ATIVO
2173,99,Merc,450SE,ATIVO
2174,82,Merc,280,ATIVO
2175,46,Honda,Civic,INATIVO
2176,68,Merc,450SE,ATIVO
2177,47,Merc,240D,ATIVO
2178,89,Maserati,Bora,ATIVO
2179,52,Merc,240D,ATIVO
2180,8,Hornet,4,ATIVO
2181,5,Merc,230,ATIVO
2182,46,Merc,450SL,ATIVO
2183,45,Merc,280,ATIVO
2184,26,Fiat,X1-9,ATIVO
2185,19,Hornet,Sportabout,ATIVO
2186,21,Toyota,Corolla,ATIVO
2187,27,Hornet,Sportabout,ATIVO
2188,67,Merc,280C,ATIVO
2189,77,Pontiac,Firebird,ATIVO
2190,77,Camaro,Z28,ATIVO
2191,12,Merc,230,ATIVO
2192,36,Datsun,710,INATIVO
2193,92,Cadillac,Fleetwood,ATIVO
2194,87,Camaro,Z28,ATIVO
2195,81,Fiat,X1-9,ATIVO
2196,40,Merc,280C,ATIVO
2197,83,Merc,450SE,ATIVO
2198,3,Merc,230,ATIVO
2199,1,Merc,230,ATIVO
2200,61,Toyota,Corolla,ATIVO
2201,75,Fiat,X1-9,ATIVO
2202,44,Merc,450SLC,ATIVO
2203,23,Honda,Civic,ATIVO
2204,67,Dodge,Challenger,ATIVO
2205,2,Duster,360,ATIVO
2206,21,Toyota,Corona,ATIVO
2207,60,Dodge,Challenger,ATIVO
2208,35,Dodge,Challenger,ATIVO
2209,64,Datsun,710,ATIVO
2210,65,Toyota,Corona,ATIVO
2211,19,Volvo,142E,ATIVO
2212,66,Lincoln,Continental,ATIVO
2213,71,Cadillac,Fleetwood,ATIVO
2214,72,Ford,Pantera,ATIVO
2215,72,Chrysler,Imperial,ATIVO
2216,1,Lincoln,Continental,ATIVO
2217,69,Maserati,Bora,ATIVO
2218,88,Porsche,914-2,ATIVO
2219,14,Ford,Pantera,ATIVO
2220,33,Merc,450SLC,ATIVO
2221,38,Ford,Pantera,ATIVO
2222,22,Chrysler,Imperial,ATIVO
2223,5,Porsche,914-2,ATIVO
2224,12,Chrysler,Imperial,ATIVO
2225,96,Hornet,Sportabout,ATIVO
2226,76,AMC,Javelin,ATIVO
2227,57,Toyota,Corona,ATIVO
2228,73,Merc,450SLC,INATIVO
2229,13,Camaro,Z28,ATIVO
2230,19,Duster,360,ATIVO
2231,20,Merc,450SE,INATIVO
2232,41,Mazda,RX4,ATIVO
2233,95,Merc,230,ATIVO
2234,16,Toyota,Corona,ATIVO
2235,75,Ferrari,Dino,ATIVO
2236,28,Fiat,X1-9,ATIVO
2237,83,Volvo,142E,ATIVO
2238,65,Volvo,142E,ATIVO
2239,83,Lincoln,Continental,ATIVO
2240,35,Datsun,710,ATIVO
2241,28,Volvo,142E,ATIVO
2242,18,Merc,280,ATIVO
2243,13,Datsun,710,ATIVO
2244,55,Merc,280,ATIVO
2245,99,Merc,280C,ATIVO
2246,1,Honda,Civic,ATIVO
2247,30,Merc,230,ATIVO
2248,11,Duster,360,INATIVO
2249,36,Toyota,Corona,INATIVO
2250,78,Lincoln,Continental,ATIVO
2251,96,Merc,280,ATIVO
2252,60,Chrysler,Imperial,ATIVO
2253,5,Datsun,710,ATIVO
2254,10,Toyota,Corolla,ATIVO
2255,29,Duster,360,ATIVO
2256,81,Merc,450SL,ATIVO
2257,57,Datsun,710,ATIVO
2258,82,Lincoln,Continental,ATIVO
2259,26,Dodge,Challenger,ATIVO
2260,12,Duster,360,ATIVO
2261,35,Dodge,Challenger,ATIVO
2262,21,Lincoln,Continental,ATIVO
2263,53,Merc,450SE,ATIVO
2264,69,Datsun,710,ATIVO
2265,4,Fiat,X1-9,ATIVO
2266,12,Mazda,RX4,INATIVO
2267,85,Pontiac,Firebird,ATIVO
2268,27,Mazda,RX4,ATIVO
2269,41,Camaro,Z28,ATIVO
2270,93,Volvo,142E,ATIVO
2271,1,Lincoln,Continental,ATIVO
2272,37,Camaro,Z28,ATIVO
2273,1,Duster,360,ATIVO
2274,35,Merc,280C,ATIVO
2275,65,Merc,240D,ATIVO
2276,40,Mazda,RX4,ATIVO
2277,29,Pontiac,Firebird,ATIVO
2278,44,Cadillac,Fleetwood,ATIVO
2279,69,Chrysler,Imperial,ATIVO
2280,81,Cadillac,Fleetwood,ATIVO
2281,87,Honda,Civic,ATIVO
2282,49,Toyota,Corolla,ATIVO
2283,13,Merc,240D,ATIVO
2284,94,Toyota,Corona,ATIVO
2285,16,Camaro,Z28,ATIVO
2286,13,Merc,450SE,ATIVO
2287,16,Mazda,RX4,ATIVO
2288,44,Merc,230,ATIVO
2289,35,Ford,Pantera,ATIVO
2290,10,Hornet,Sportabout,INATIVO
2291,54,Toyota,Corona,ATIVO
2292,28,Mazda,RX4,ATIVO
2293,25,Ford,Pantera,ATIVO
2294,58,Mazda,RX4,ATIVO
2295,1,Ferrari,Dino,ATIVO
2296,74,Lincoln,Continental,ATIVO
2297,90,Pontiac,Firebird,ATIVO
2298,31,Lincoln,Continental,ATIVO
2299,23,Merc,280C,ATIVO
2300,91,Pontiac,Firebird,ATIVO
2301,14,Merc,280,ATIVO
2302,2,Porsche,914-2,ATIVO
2303,98,Honda,Civic,ATIVO
2304,80,Merc,450SLC,ATIVO
2305,82,Toyota,Corona,ATIVO
2306,44,Fiat,128,ATIVO
2307,50,Fiat,X1-9,ATIVO
2308,65,Merc,280,ATIVO
2309,43,Hornet,Sportabout,ATIVO
2310,69,Ferrari,Dino,ATIVO
2311,7,Mazda,RX4,ATIVO
2312,2,Mazda,RX4,ATIVO
2313,56,Pontiac,Firebird,ATIVO
2314,48,Porsche,914-2,ATIVO
2315,49,Merc,240D,INATIVO
2316,4,Toyota,Corolla,ATIVO
2317,13,Hornet,Sportabout,ATIVO
2318,65,Pontiac,Firebird,ATIVO
2319,99,Mazda,RX4,ATIVO
2320,81,Pontiac,Firebird,ATIVO
2321,18,Volvo,142E,ATIVO
2322,8,Mazda,RX4,ATIVO
2323,27,Merc,450SL,INATIVO
2324,96,Chrysler,Imperial,INATIVO
2325,6,Merc,280C,ATIVO
2326,41,Hornet,Sportabout,ATIVO
2327,91,Datsun,710,ATIVO
2328,95,Fiat,X1-9,ATIVO
2329,66,Merc,450SE,ATIVO
2330,22,Duster,360,ATIVO
2331,7,Ford,Pantera,ATIVO
2332,2,Pontiac,Firebird,ATIVO
2333,95,Camaro,Z28,INATIVO
2334,21,Merc,450SL,ATIVO
2335,8,Fiat,X1-9,ATIVO
2336,83,Fiat,128,ATIVO
2337,86,Toyota,Corolla,ATIVO
2338,5,Merc,240D,ATIVO
2339,3,Cadillac,Fleetwood,ATIVO
2340,34,Dodge,Challenger,ATIVO
2341,63,Volvo,142E,ATIVO
2342,11,Lotus,Europa,ATIVO
2343,22,Mazda,RX4,INATIVO
2344,3,Merc,280,ATIVO
2345,63,Chrysler,Imperial,ATIVO
2346,14,Volvo,142E,ATIVO
2347,69,Merc,240D,ATIVO
2348,87,AMC,Javelin,INATIVO
2349,38,Hornet,Sportabout,ATIVO
2350,68,Mazda,RX4,ATIVO
2351,57,Honda,Civic,INATIVO
2352,31,Ferrari,Dino,ATIVO
2353,59,Merc,450SL,ATIVO
2354,35,Merc,450SE,ATIVO
2355,56,Duster,360,ATIVO
2356,82,Dodge,Challenger,ATIVO
2357,62,Merc,240D,ATIVO
2358,54,Lotus,Europa,ATIVO
2359,70,Mazda,RX4,ATIVO
2360,68,Mazda,RX4,ATIVO
2361,39,Camaro,Z28,ATIVO
2362,68,Honda,Civic,ATIVO
2363,77,Maserati,Bora,ATIVO
2364,23,Camaro,Z28,ATIVO
2365,95,Merc,450SE,ATIVO
2366,34,Maserati,Bora,INATIVO
2367,4,Duster,360,ATIVO
2368,70,Lincoln,Continental,ATIVO
2369,99,Mazda,RX4,ATIVO
2370,76,Merc,450SL,ATIVO
2371,6,Merc,240D,ATIVO
2372,86,Mazda,RX4,ATIVO
2373,87,Cadillac,Fleetwood,ATIVO
2374,53,Merc,280C,ATIVO
2375,80,Camaro,Z28,ATIVO
2376,39,Toyota,Corolla,ATIVO
2377,85,Honda,Civic,ATIVO
2378,30,Hornet,Sportabout,ATIVO
2379,54,Merc,280,ATIVO
2380,19,Fiat,X1-9,ATIVO
2381,61,Volvo,142E,ATIVO
2382,47,Hornet,Sportabout,ATIVO
2383,97,Chrysler,Imperial,ATIVO
2384,58,Camaro,Z28,ATIVO
2385,79,Fiat,X1-9,ATIVO
2386,75,Hornet,4,ATIVO
2387,8,Pontiac,Firebird,ATIVO
2388,37,Merc,450SE,ATIVO
2389,82,Porsche,914-2,ATIVO
2390,79,Porsche,914-2,ATIVO
2391,80,Datsun,710,ATIVO
2392,45,Chrysler,Imperial,ATIVO
2393,90,Mazda,RX4,ATIVO
2394,93,Merc,450SL,ATIVO
2395,7,Cadillac,Fleetwood,ATIVO
2396,22,Pontiac,Firebird,ATIVO
2397,33,Fiat,128,ATIVO
2398,41,Datsun,710,ATIVO
2399,8,Hornet,4,ATIVO
2400,94,Hornet,4,INATIVO
2401,70,Merc,450SE,ATIVO
2402,13,Datsun,710,ATIVO
2403,39,Merc,280C,ATIVO
2404,29,Ferrari,Dino,ATIVO
2405,31,Volvo,142E,ATIVO
2406,17,Fiat,X1-9,ATIVO
2407,73,Cadillac,Fleetwood,ATIVO
2408,82,Fiat,128,ATIVO
2409,24,Fiat,128,ATIVO
2410,49,Lotus,Europa,ATIVO
2411,87,Volvo,142E,ATIVO
2412,6,Merc,280C,ATIVO
2413,16,Pontiac,Firebird,ATIVO
2414,59,Datsun,710,ATIVO
2415,40,Hornet,4,ATIVO
2416,4,Merc,450SL,ATIVO
2417,9,Cadillac,Fleetwood,ATIVO
2418,80,Hornet,Sportabout,ATIVO
2419,82,Dodge,Challenger,ATIVO
2420,85,Merc,450SLC,ATIVO
2421,55,Volvo,142E,ATIVO
2422,5,Mazda,RX4,ATIVO
2423,90,Lincoln,Continental,ATIVO
2424,10,Fiat,X1-9,ATIVO
2425,87,Porsche,914-2,INATIVO
2426,11,Maserati,Bora,INATIVO
2427,50,Toyota,Corona,ATIVO
2428,88,Toyota,Corona,ATIVO
2429,30,Ferrari,Dino,ATIVO
2430,35,Maserati,Bora,ATIVO
2431,79,Mazda,RX4,ATIVO
2432,19,Cadillac,Fleetwood,ATIVO
2433,86,Merc,450SLC,ATIVO
2434,30,Merc,450SL,ATIVO
2435,44,Mazda,RX4,ATIVO
2436,48,Pontiac,Firebird,ATIVO
2437,34,Fiat,X1-9,ATIVO
2438,58,Pontiac,Firebird,ATIVO
2439,96,Lincoln,Continental,ATIVO
2440,44,Chrysler,Imperial,ATIVO
2441,14,Volvo,142E,ATIVO
2442,31,Hornet,Sportabout,ATIVO
2443,7,Dodge,Challenger,ATIVO
2444,56,Porsche,914-2,ATIVO
2445,74,Merc,280C,ATIVO
2446,28,Hornet,4,ATIVO
2447,95,Pontiac,Firebird,ATIVO
2448,82,Merc,450SE,ATIVO
2449,58,AMC,Javelin,INATIVO
2450,59,Fiat,128,ATIVO
2451,88,Volvo,142E,INATIVO
2452,41,Lincoln,Continental,ATIVO
2453,27,Lincoln,Continental,ATIVO
2454,95,Porsche,914-2,ATIVO
2455,35,Cadillac,Fleetwood,ATIVO
2456,33,Maserati,Bora,ATIVO
2457,78,Ford,Pantera,ATIVO
2458,24,Ford,Pantera,ATIVO
2459,77,Datsun,710,ATIVO
2460,52,Duster,360,ATIVO
2461,56,Merc,280,ATIVO
2462,38,Camaro,Z28,ATIVO
2463,38,Datsun,710,ATIVO
2464,67,Ford,Pantera,ATIVO
2465,95,AMC,Javelin,ATIVO
2466,44,Fiat,X1-9,ATIVO
2467,27,Fiat,128,ATIVO
2468,45,Camaro,Z28,ATIVO
2469,86,Merc,450SLC,ATIVO
2470,68,Cadillac,Fleetwood,ATIVO
2471,6,Ford,Pantera,ATIVO
2472,74,Dodge,Challenger,ATIVO
2473,37,Merc,450SL,ATIVO
2474,69,Dodge,Challenger,ATIVO
2475,39,Maserati,Bora,ATIVO
2476,2,Hornet,Sportabout,ATIVO
2477,78,Datsun,710,ATIVO
2478,63,Dodge,Challenger,ATIVO
2479,26,Fiat,128,ATIVO
2480,62,Datsun,710,ATIVO
2481,30,AMC,Javelin,ATIVO
2482,1,Fiat,X1-9,ATIVO
2483,28,Toyota,Corona,ATIVO
2484,82,Volvo,142E,ATIVO
2485,82,Merc,230,ATIVO
2486,72,Cadillac,Fleetwood,ATIVO
2487,85,Chrysler,Imperial,ATIVO
2488,19,Merc,240D,ATIVO
2489,36,Camaro,Z28,ATIVO
2490,35,Cadillac,Fleetwood,ATIVO
2491,7,Merc,240D,ATIVO
2492,94,Dodge,Challenger,ATIVO
2493,93,Lotus,Europa,ATIVO
2494,25,Mazda,RX4,ATIVO
2495,30,Merc,450SL,ATIVO
2496,2,Hornet,Sportabout,ATIVO
2497,75,Mazda,RX4,ATIVO
2498,57,Toyota,Corolla,ATIVO
2499,10,Camaro,Z28,ATIVO
2500,97,Chrysler,Imperial,ATIVO
2501,67,Duster,360,ATIVO
2502,69,Mazda,RX4,ATIVO
2503,4,Lotus,Europa,ATIVO
2504,100,Fiat,X1-9,ATIVO
2505,90,Hornet,4,ATIVO
2506,55,Merc,280C,ATIVO
2507,43,Fiat,X1-9,ATIVO
2508,49,Merc,280C,ATIVO
2509,52,Volvo,142E,ATIVO
2510,78,Ford,Pantera,ATIVO
2511,82,Hornet,Sportabout,ATIVO
2512,33,Hornet,4,ATIVO
2513,43,Merc,230,ATIVO
2514,48,Merc,230,ATIVO
2515,100,Lotus,Europa,ATIVO
2516,68,Merc,450SLC,ATIVO
2517,72,Merc,230,ATIVO
2518,98,Volvo,142E,ATIVO
2519,35,Dodge,Challenger,ATIVO
2520,30,Chrysler,Imperial,ATIVO
2521,22,Merc,280C,ATIVO
2522,50,Fiat,X1-9,ATIVO
2523,49,Lotus,Europa,ATIVO
2524,49,Mazda,RX4,ATIVO
2525,7,Honda,Civic,ATIVO
2526,43,Merc,450SL,ATIVO
2527,63,Merc,280,ATIVO
2528,94,Camaro,Z28,ATIVO
2529,71,Merc,450SE,INATIVO
2530,99,Cadillac,Fleetwood,ATIVO
2531,59,Merc,230,ATIVO
2532,77,Camaro,Z28,ATIVO
2533,41,Toyota,Corolla,ATIVO
2534,85,Maserati,Bora,ATIVO
2535,5,Merc,280C,ATIVO
2536,33,Lincoln,Continental,ATIVO
2537,14,Ford,Pantera,ATIVO
2538,25,Mazda,RX4,ATIVO
2539,5,Merc,450SLC,ATIVO
2540,72,Camaro,Z28,ATIVO
2541,48,Fiat,X1-9,INATIVO
2542,61,Lotus,Europa,ATIVO
2543,50,Ford,Pantera,ATIVO
